id,act_id,articol_nr,articol_label,titlu_nr,titlu_denumire,capitol_nr,capitol_denumire,sectiune_nr,sectiune_denumire,subsectiune_nr,subsectiune_denumire,text_articol,issue,explicatie,ordine,created_at,updated_at,ai_status,ai_processed_at,ai_error,metadate,issue_monitoring_id
7383,69,132,Articolul 132,,Gazele naturale,,"Prevederi generale privind producția, transportul, distribuția, înmagazinarea subterană, furnizarea și administrarea piețelor centralizate de gaze naturale",,,,,"Separarea proprietarului sistemului de transport...(1)...În cazul în care proprietarul sistemului de transport face parte dintr-un operator economic integrat pe verticală, proprietarul sistemului de transport este independent cel puțin în ceea ce privește statutul său juridic, organizarea și procesul decizional față de alte activități care nu au legătură cu transportul gazelor naturale....(2)...Pentru a asigura independența proprietarului sistemului de transport în condițiile alin. (1), se aplică următoarele criterii:a)persoanele cu funcție de conducere ale proprietarului sistemului de transport nu pot face parte din structurile operatorului economic integrat din domeniul gazelor naturale care răspunde, direct sau indirect, de gestionarea zilnică a activităților de producere, distribuție și furnizare a gazelor naturale;...b)persoanele cu funcție de conducere din cadrul proprietarului sistemului de transport acționează independent de orice interes de piață în îndeplinirea atribuțiilor de serviciu;...c)proprietarul sistemului de transport stabilește un program de conformitate, care conține măsurile luate pentru a garanta excluderea practicilor discriminatorii și stabilește și obligațiile specifice impuse angajaților pentru realizarea obiectivului de independență;...d)proprietarul sistemului de transport desemnează o persoană sau un organism, denumit agent de conformitate, care să asigure monitorizarea adecvată a respectării programului de conformitate și care depune la ANRE în luna decembrie a fiecărui an un raport cu privire la măsurile luate, raport care se publică pe site-ul operatorului de transport și de sistem.......(3)...Proprietarul rețelei de transport transmite spre aprobare ANRE toate proiectele de contracte ce urmează să fie încheiate cu operatorul de transport și de sistem, inclusiv cele referitoare la utilizarea bunurilor existente, precum și a celor realizate ca urmare a investițiilor în rețeaua de transport....(4)...Persoanele care au exercitat în cadrul operatorului de transport și de sistem funcții de conducere sau alte funcții relevante în temeiul cărora au avut acces la informații comerciale sensibile, definite potrivit legii, nu pot ocupa funcții similare în cadrul operatorilor economici din domeniul producerii și/sau furnizării de gaze naturale, pe o perioadă de minimum 6 luni de la data încetării raporturilor contractuale cu operatorul de transport și de sistem.",,,132,2025-11-11 14:00:21.719907,2025-11-11 14:00:21.719907,pending,,,,
7384,69,133,Articolul 133,,Gazele naturale,,"Prevederi generale privind producția, transportul, distribuția, înmagazinarea subterană, furnizarea și administrarea piețelor centralizate de gaze naturale",,,,,"Interdicții privind deținerea controlului asupra operatorilor de transport și de sistem...Operatorilor economici care desfășoară oricare dintre activitățile de producere sau de furnizare de gaze naturale le este interzis ca, direct sau indirect, să exercite controlul sau să exercite vreun drept cu privire la operatorii de transport și de sistem separați din alte state ale Uniunii Europene care aplică dispozițiile art. 9 alin. (1) din Directiva 2009/73/CE a Parlamentului European și a Consiliului din 13 iulie 2009 privind normele comune pentru piața internă în sectorul gazelor naturale și de abrogare a Directivei 2003/55/CE.",,,133,2025-11-11 14:00:21.719907,2025-11-11 14:00:21.719907,pending,,,,
7385,69,134,Articolul 134,,Gazele naturale,,"Prevederi generale privind producția, transportul, distribuția, înmagazinarea subterană, furnizarea și administrarea piețelor centralizate de gaze naturale",,,,,"Distribuția gazelor naturale...(1)...Distribuția gazelor naturale se realizează de către operatorul de distribuție....(2)...Operatorul de distribuție prestează serviciul de distribuție pentru toți utilizatorii sistemului de distribuție, în condiții nediscriminatorii, asigurând accesul la acesta oricărui solicitant care îndeplinește cerințele prezentului titlu, cu respectarea normelor și standardelor de performanță prevăzute în reglementările tehnice în vigoare....(3)...Delimitarea unui sistem de distribuție se realizează, după caz:a)de obiectivele de producție de la robinetul aflat la ieșirea din stația de reglare-măsurare-predare a producătorului;...b)de sistemul de transport de la ieșirea din stația de reglare-măsurare-predare a operatorului de transport;...c)de alt sistem de distribuție de la ieșirea din stația de reglare/măsurare dintre operatorii de distribuție;...d)de clienții finali de la ieșirea din stațiile/posturile de reglare/măsurare sau, după caz, ieșirea din robinetul de branșament către instalațiile de utilizare ale acestora....",,,134,2025-11-11 14:00:21.719907,2025-11-11 14:00:21.719907,pending,,,,
7386,69,135,Articolul 135,,Gazele naturale,,"Prevederi generale privind producția, transportul, distribuția, înmagazinarea subterană, furnizarea și administrarea piețelor centralizate de gaze naturale",,,,,"Caracterul activității de distribuție...Activitatea de distribuție a gazelor naturale, cu excepția celei realizate prin sistemele de distribuție închise, constituie serviciu public de interes general.",,,135,2025-11-11 14:00:21.719907,2025-11-11 14:00:21.719907,pending,,,,
7387,69,136,Articolul 136,,Gazele naturale,,"Prevederi generale privind producția, transportul, distribuția, înmagazinarea subterană, furnizarea și administrarea piețelor centralizate de gaze naturale",,,,,"Independența operatorului de distribuție...(1)...În cazul în care operatorul de distribuție face parte dintr-un operator economic integrat pe verticală, acesta trebuie să fie independent cel puțin în ceea ce privește forma sa juridică, organizarea și procesul decizional, în raport cu celelalte activități care nu au legătură cu distribuția; această regulă nu creează obligația separării proprietății asupra activelor aparținând operatorului de distribuție față de operatorul economic integrat pe verticală....(2)...În vederea asigurării independenței operatorului de distribuție care face parte dintr-un operator economic integrat pe verticală față de celelalte activități desfășurate de acesta din urmă, se aplică următoarele criterii:a)persoanele care asigură conducerea operatorului de distribuție nu pot face parte din structurile operatorului integrat pe verticală care răspund, direct sau indirect, de gestionarea activităților de producție, transport și furnizare a gazelor naturale;...b)luarea măsurilor corespunzătoare pentru a se asigura că interesele profesionale ale persoanelor responsabile pentru managementul operatorului de distribuție sunt luate în considerare, într-o manieră de natură să asigure independența de acțiune a acestora;...c)operatorul de distribuție are dreptul de a lua decizii, în mod efectiv, independent de operatorul economic integrat pe verticală, cu privire la activele necesare pentru exploatarea, întreținerea sau dezvoltarea sistemului de distribuție; pentru a îndeplini aceste atribuții, operatorul de distribuție are la dispoziție resursele necesare, inclusiv resursele umane, tehnice, financiare și fizice; aceasta nu trebuie să afecteze existența unor mecanisme de coordonare corespunzătoare care trebuie să asigure că sunt protejate drepturile de supraveghere economică și managerială ale societății-mamă cu privire la rentabilitatea activelor de către filială; aceste mecanisme vor permite în mod special societății-mamă să aprobe planul financiar anual sau orice instrument echivalent al operatorului de distribuție și să stabilească limitele globale de îndatorare ale filialei; nu se va permite însă societății-mamă să dea instrucțiuni privind operațiunile curente și nici privind decizii individuale ce au în vedere construirea sau modernizarea obiectivelor aparținând sistemelor de distribuție care nu depășesc termenii stabiliți în planul financiar aprobat sau în oricare alt instrument echivalent;...d)operatorul de distribuție trebuie să stabilească un program de conformitate, în care să prezinte măsurile asumate ce asigură excluderea oricărui comportament discriminatoriu și garantează că respectarea acestuia este monitorizată în mod adecvat; acest program trebuie să prezinte și obligațiile specifice ale angajaților pentru realizarea acestui obiectiv; persoana sau organismul responsabil pentru monitorizarea programului de conformitate, denumit agent de conformitate, transmite ANRE și publică, în luna decembrie a fiecărui an, un raport cuprinzând măsurile luate; agentul de conformitate al operatorului de distribuție este complet independent și are acces la toate informațiile operatorului de distribuție sau ale oricărui operator economic afiliat, care sunt necesare în vederea îndeplinirii atribuției sale.......(3)...Operatorii de distribuție integrați vertical nu trebuie, în activitățile lor de comunicare și de publicitate, să creeze confuzie cu privire la identitatea separată a filialei de furnizare din cadrul operatorului economic integrat vertical....(4)...Fac excepție de la prevederile alin. (1)-(3) operatorii economici care desfășoară activități de distribuție a gazelor naturale și care deservesc un număr de cel mult 100.000 de clienți finali.",,,136,2025-11-11 14:00:21.719907,2025-11-11 14:00:21.719907,pending,,,,
7388,69,137,Articolul 137,,Gazele naturale,,"Prevederi generale privind producția, transportul, distribuția, înmagazinarea subterană, furnizarea și administrarea piețelor centralizate de gaze naturale",,,,,"Obligația de păstrare a confidențialității...(1)...Operatorul de distribuție este obligat să păstreze confidențialitatea asupra informațiilor sensibile din punct de vedere comercial obținute în cursul desfășurării activității sale....(2)...Operatorul de distribuție este obligat să împiedice divulgarea discriminatorie a informațiilor privind propria activitate, care pot fi avantajoase din punct de vedere comercial.",,,137,2025-11-11 14:00:21.719907,2025-11-11 14:00:21.719907,pending,,,,
7389,69,138,Articolul 138,,Gazele naturale,,"Prevederi generale privind producția, transportul, distribuția, înmagazinarea subterană, furnizarea și administrarea piețelor centralizate de gaze naturale",,,,,"Obligațiile și drepturile operatorului de distribuție...(1)...Distribuitorul de gaze naturale are, în principal, următoarele obligații:a)să opereze, să întrețină, să repare, să modernizeze și să dezvolte sistemul de distribuție în condiții de siguranță, eficiență economică și de protecție a mediului, activitățile urmând a fi desfășurate în baza autorizațiilor specifice pentru proiectare și execuție a sistemelor de distribuție a gazelor naturale, iar operarea urmând să se desfășoare în baza licenței de distribuție;...b)să asigure odorizarea gazelor naturale corespunzător reglementărilor aprobate de ANRE, în baza contractelor de prestări de servicii încheiate cu operatorul din amonte, și, acolo unde este cazul, prin odorizare suplimentară în sistemul de distribuție;...c)să realizeze interconectări cu alte sisteme, după caz, și să asigure capacitatea sistemului de distribuție pe termen lung;...d)să asigure accesul terților la sistemele de distribuție, în condiții nediscriminatorii, în limitele capacităților de distribuție, cu respectarea regimurilor tehnologice, conform reglementărilor specifice elaborate de ANRE;...e)să întocmească și să urmărească bilanțul de gaze naturale intrate și, respectiv, ieșite din sistemul propriu;...f)să evite subvenția încrucișată între categoriile de clienți finali cu privire la repartizarea costurilor;...g)să preia pentru o perioadă determinată, dar nu mai mult de 2 ani, la solicitarea și conform reglementărilor ANRE, operarea unui sistem de distribuție în cazul în care operatorului inițial i-a fost retrasă licența de distribuție sau a fost reziliat contractul de concesiune;...h)să asigure echilibrul permanent al sistemului operat;...i)să asigure condițiile de securitate în alimentarea cu gaze naturale;...j)să desfășoare activități conexe celei de operare a sistemului, conform reglementărilor specifice elaborate de ANRE, în limitele stabilite prin condițiile de valabilitate asociate licenței;...k)să elaboreze și să trimită ANRE planurile de investiții pe 5 ani ale sistemelor pe care le operează; aceste planuri se actualizează anual de către operator până la sfârșitul lunii decembrie și se aprobă de către ANRE.......(2)...Operatorul de distribuție a gazelor naturale are, în principal, următoarele drepturi:a)să desfășoare activități comerciale legate de serviciul de distribuție a gazelor naturale;...b)să încaseze contravaloarea tarifelor corespunzătoare serviciilor prestate, să limiteze și/sau să întrerupă prestarea serviciului, conform reglementărilor specifice;...c)să întrerupă funcționarea obiectivelor sistemului de distribuție și alimentarea cu gaze naturale a clienților pentru timpul strict necesar executării lucrărilor de întreținere și reparații, precum și în alte situații prevăzute de prezentul titlu sau în caz de forță majoră, cu anunțarea prealabilă a dispecerilor sistemelor afectate și, după caz, a clienților;...d)să folosească, cu titlu gratuit, terenurile proprietate publică locală ocupate de obiectivele sistemului de distribuție, precum și pentru realizarea lucrărilor de execuție, operare, întreținere și reparații, în condițiile legii;...e)să aibă acces la instalațiile de utilizare ale clienților finali pentru verificarea informațiilor referitoare la debitele instalate, modificările efectuate, precum și ori de câte ori este necesară intervenția în scopul menținerii siguranței în funcționare a acestora;...f)să sisteze alimentarea cu gaze naturale a aparatelor/instalațiilor de utilizare care nu respectă prevederile legislației în vigoare și care pot pune în pericol securitatea persoanelor sau integritatea bunurilor, după certificarea neconformităților de către un operator economic autorizat de ANRE, altul decât operatorul de distribuție;...g)să stocheze gaze naturale în sistemele de distribuție, conform reglementărilor aprobate de ANRE;...h)să refuze racordarea la sistemul de distribuție în condițiile art. 150;...i)să elaboreze norme tehnice/comerciale specifice activității proprii și să le supună spre aprobare ANRE;...j)în cazul intervențiilor de către persoane neautorizate asupra instalațiilor de reglare-măsurare aflate la limita de proprietate, care pun în pericol siguranța alimentării cu gaze naturale, operatorul de distribuție este îndreptățit să întrerupă alimentarea, în conformitate cu reglementările specifice ale ANRE....",,,138,2025-11-11 14:00:21.719907,2025-11-11 14:00:21.719907,pending,,,,
7408,69,157,Articolul 157,,Gazele naturale,,"Prevederi generale privind gazul petrolier lichefiat (GPL), gazul natural comprimat pentru vehicule (GNCV) și gazul natural lichefiat (GNL)",,,,,"Regimul de autorizare în domeniul GNL, GNCV și GPL...Operatorii economici și/sau persoanele fizice care desfășoară activități de proiectare, execuție și exploatare în domeniul GNL, GNCV, GPL trebuie să dețină autorizații/licențe emise de ANRE în baza unor regulamente specifice.",,,157,2025-11-11 14:00:21.719907,2025-11-11 14:00:21.719907,pending,,,,
7390,69,139,Articolul 139,,Gazele naturale,,"Prevederi generale privind producția, transportul, distribuția, înmagazinarea subterană, furnizarea și administrarea piețelor centralizate de gaze naturale",,,,,"Sistemul de distribuție închis...(1)...Sistemul de distribuție închis este acel sistem prin care se distribuie gaze naturale într-o zonă industrială, comercială sau de servicii comune, limitată din punct de vedere geografic și care, fără a aduce atingere prevederilor alin. (4), nu alimentează clienții casnici, dacă, din rațiuni de organizare tehnologică, activitățile derulate de utilizatorii sistemului respectiv sunt integrate sau sistemul respectiv asigură gazele naturale în principal către proprietarul sistemului, operatorul sistemului sau un operator economic afiliat acestora, după caz....(2)...Obligațiile privind dezvoltarea sistemului de distribuție, prevăzute la art. 138 alin. (1) lit. c), g) și k), nu sunt aplicabile operatorului unui sistem de distribuție închis....(3)...Tarifele pentru serviciul de distribuție dintr-un sistem de distribuție închis sau metodologiile care stau la baza calculării acestora sunt aprobate de ANRE, la cererea operatorului sistemului de distribuție închis....(4)...Exceptarea prevăzută la alin. (2) se aplică și în cazul în care în zona deservită de un sistem de distribuție închis sunt amplasați clienți casnici, numai dacă aceștia se află într-un raport de muncă sau într-o formă de asociere cu proprietarul sistemului de distribuție la momentul racordării....(5)...Înființarea, respectiv operarea unui sistem de distribuție închis se realizează prin autorizație de înființare, respectiv pe bază de licență, acordate de ANRE.",,,139,2025-11-11 14:00:21.719907,2025-11-11 14:00:21.719907,pending,,,,
7391,69,140,Articolul 140,,Gazele naturale,,"Prevederi generale privind producția, transportul, distribuția, înmagazinarea subterană, furnizarea și administrarea piețelor centralizate de gaze naturale",,,,,"Înmagazinarea gazelor naturale...(1)...Înmagazinarea gazelor naturale se realizează de către operatorul de înmagazinare....(2)...Gazele naturale se înmagazinează în scopul:a)asigurării securității în alimentarea cu gaze naturale a clienților finali;...b)armonizării variațiilor consumului sezonier, zilnic și orar cu sursele de gaze disponibile;...c)asigurării permanente a echilibrului fizic al SNT;...d)realizării altor activități comerciale....",,,140,2025-11-11 14:00:21.719907,2025-11-11 14:00:21.719907,pending,,,,
7392,69,141,Articolul 141,,Gazele naturale,,"Prevederi generale privind producția, transportul, distribuția, înmagazinarea subterană, furnizarea și administrarea piețelor centralizate de gaze naturale",,,,,"Independența operatorului de înmagazinare...(1)...Un operator de înmagazinare care face parte dintr-un operator economic integrat pe verticală trebuie să fie independent cel puțin în ceea ce privește forma juridică, organizarea și procesul de luare a deciziilor față de alte activități care nu au legătură cu transportul, distribuția sau înmagazinarea....(2)...Prevederile alin. (1) se aplică numai cu privire la instalațiile de înmagazinare care sunt necesare din punct de vedere tehnic și/sau economic pentru asigurarea unui acces eficient la sistem în scopul alimentării clienților, în conformitate cu reglementările specifice....(3)...În vederea asigurării independenței operatorului de înmagazinare față de operatorul economic integrat pe verticală din care face parte și care desfășoară cel puțin una din activitățile de producție sau de furnizare, se aplică următoarele criterii minime:a)persoanele care asigură conducerea operatorului de înmagazinare nu pot face parte din structurile operatorului economic integrat pe verticală care răspund, direct sau indirect, de coordonarea activității de producție și furnizare a gazelor naturale;...b)trebuie luate măsuri adecvate pentru a garanta că interesele profesionale ale persoanelor cu funcții de conducere din cadrul operatorului de înmagazinare sunt luate în considerare, astfel încât să se asigure faptul că acestea au posibilitatea de a acționa independent;...c)operatorul de înmagazinare dispune de suficiente competențe de luare a deciziilor, independent de societatea-mamă, cu privire la elementele de active necesare pentru exploatarea, întreținerea sau dezvoltarea instalațiilor de înmagazinare; aceasta nu împiedică existența unor mecanisme de coordonare adecvate care să garanteze protejarea drepturilor de supraveghere economică și a celor de supraveghere a gestiunii ale societății-mamă asupra randamentului activelor unei filiale; societatea-mamă are dreptul să aprobe planul financiar anual al operatorului de înmagazinare sau orice document echivalent și să stabilească limite globale ale nivelului de îndatorare a filialei sale; societatea-mamă nu are dreptul să dea instrucțiuni privind gestionarea curentă, nici cu privire la deciziile individuale referitoare la construirea sau modernizarea instalațiilor de înmagazinare, care nu depășesc limitele din planul financiar aprobat sau orice document echivalent;...d)operatorul de înmagazinare stabilește un program de conformitate, care conține măsurile luate pentru a garanta excluderea practicilor discriminatorii și stabilește și obligațiile specifice impuse angajaților pentru realizarea obiectivului de independență;...e)operatorul de înmagazinare desemnează o persoană sau un organism, denumit agent de conformitate, care să asigure monitorizarea adecvată a respectării programului de conformitate și care transmite autorității competente în luna decembrie a fiecărui an un raport cu privire la măsurile luate, raport care se publică pe site-ul operatorului de înmagazinare....",,,141,2025-11-11 14:00:21.719907,2025-11-11 14:00:21.719907,pending,,,,
7393,69,142,Articolul 142,,Gazele naturale,,"Prevederi generale privind producția, transportul, distribuția, înmagazinarea subterană, furnizarea și administrarea piețelor centralizate de gaze naturale",,,,,"Obligațiile și drepturile operatorului de înmagazinare...(1)...Operatorul de înmagazinare are, în principal, următoarele obligații:a)să opereze, să întrețină, să reabiliteze și să modernizeze instalațiile tehnologice de suprafață aferente depozitelor de înmagazinare, în condiții de siguranță, de eficiență și de protecție a mediului;...b)să asigure accesul terților la depozitele de înmagazinare, pe baza unor criterii obiective, transparente și nediscriminatorii, conform reglementărilor ANRE;...c)să publice lista instalațiilor de înmagazinare sau a unor părți dintre acestea care sunt oferite spre acces terților;...d)să furnizeze informații utilizatorilor sistemului de înmagazinare, necesare pentru un acces eficient la sistem;...e)să elaboreze și să trimită ANRE planurile de investiții pe 5 ani ale sistemelor pe care le operează; aceste planuri se actualizează anual de către operator până la sfârșitul lunii decembrie și se aprobă de către ANRE.......(2)...Operatorul depozitului de înmagazinare are, în principal, următoarele drepturi:a)să încaseze tariful aferent prestării serviciului de înmagazinare subterană a gazelor naturale, să limiteze și/sau să întrerupă prestarea serviciului, conform reglementărilor specifice;...b)să elaboreze norme tehnice/comerciale specifice activității proprii și să le supună spre aprobare ANRE;...c)să întrerupă funcționarea instalațiilor pentru timpul strict necesar, în vederea executării lucrărilor de întreținere și de reparații, precum și în alte situații prevăzute de lege, cu anunțarea prealabilă a dispecerilor sistemelor afectate și, după caz, a clienților;...d)să refuze în mod justificat accesul terților la depozitele de înmagazinare, în condițiile legii.......(3)...Operatorul de înmagazinare publică informațiile referitoare la propriile activități, necesare utilizatorilor de sistem/solicitanților de acces, conform reglementărilor ANRE, în vederea asigurării accesului eficient la sistem, a unei concurențe efective și funcționării eficiente a pieței de gaze naturale, nefiindu-i permisă divulgarea informațiilor sensibile din punct de vedere comercial obținute pe parcursul activităților acestuia, inclusiv cele obținute de la terți în contextul acordării accesului la rețea.",,,142,2025-11-11 14:00:21.719907,2025-11-11 14:00:21.719907,pending,,,,
7394,69,143,Articolul 143,,Gazele naturale,,"Prevederi generale privind producția, transportul, distribuția, înmagazinarea subterană, furnizarea și administrarea piețelor centralizate de gaze naturale",,,,,"Obligațiile și drepturile furnizorului de gaze naturale...(1)...Furnizorul de gaze naturale are, în principal, următoarele obligații:a)să desfășoare activitatea de furnizare a gazelor naturale pe bază de contracte comerciale încheiate conform reglementărilor ANRE;...b)să respecte standardele de performanță pentru serviciul de furnizare prestat în baza contractelor-cadru;...c)să asigure înmagazinarea gazelor naturale, conform reglementărilor ANRE;...d)să încheie contracte de achiziție a gazelor naturale, astfel încât să asigure acoperirea consumului pentru clienții săi;...e)să pună la dispoziția clienților datele relevante privind consumul acestora pe o perioadă ce cuprinde cel puțin ultimii 5 ani;...f)să înființeze puncte unice de contact pentru informarea clienților finali cu privire la drepturile acestora, la legislația în vigoare și la căile de soluționare a litigiilor, în cazul unui diferend;...g)să permită clienților schimbarea efectivă a furnizorului de gaze naturale în termen de 3 săptămâni de la data solicitării;...h)să pună la dispoziția clienților mai multe modalități de plată a contravalorii consumului de gaze naturale și să permită acestora să opteze pentru oricare dintre acestea;...i)să plătească contravaloarea gazelor naturale achiziționate, conform contractelor încheiate.......(2)...Furnizorul de gaze naturale are, în principal, următoarele drepturi:a)să încaseze contravaloarea gazelor naturale furnizate, conform contractelor încheiate cu clienții;...b)să încaseze contravaloarea gazelor naturale furnizate în regim de furnizare de ultimă instanță, conform reglementărilor ANRE;...c)să limiteze și/sau să sisteze furnizarea gazelor naturale la clienți, în condițiile specificate în contracte....",,,143,2025-11-11 14:00:21.719907,2025-11-11 14:00:21.719907,pending,,,,
7418,69,167,Articolul 167,,Gazele naturale,,Noua infrastructură,,,,,"Condiții de acordare a derogării...La luarea deciziei de acordare a unei derogări se ia în considerare, după caz, necesitatea de a impune condiții referitoare la durata derogării și accesul nediscriminatoriu la conducta de interconectare.",,,167,2025-11-11 14:00:21.719907,2025-11-11 14:00:21.719907,pending,,,,
7397,69,146,Articolul 146,,Gazele naturale,,"Prevederi generale privind producția, transportul, distribuția, înmagazinarea subterană, furnizarea și administrarea piețelor centralizate de gaze naturale",,,,,"Obligațiile și drepturile operatorului pieței de gaze naturale...(1)...Operatorul pieței de gaze naturale este persoana juridică titulară de licență care asigură administrarea piețelor centralizate de gaze naturale, cu excepția pieței de echilibrare, în vederea tranzacționării de gaze naturale pe termen scurt, mediu și lung, conform reglementărilor emise de autoritatea competentă....(2)...Operatorului pieței de gaze naturale nu îi este permisă divulgarea informațiilor legate de tranzacțiile de gaze naturale pe care le deține, obținute pe parcursul activității sale, altfel decât în condițiile legii....(3)...Prețurile stabilite pe piețele centralizate de gaze naturale se fac publice conform reglementărilor ANRE.",,,146,2025-11-11 14:00:21.719907,2025-11-11 14:00:21.719907,pending,,,,
7398,69,147,Articolul 147,,Gazele naturale,,Accesul și racordarea la rețea,,,,,"Regimul accesului terților la rețea...Accesul terților la conductele de alimentare din amonte, la sistemele de transport, la depozitele de înmagazinare, la sistemele GNL și la sistemele de distribuție a gazelor naturale se realizează în regim reglementat.",,,147,2025-11-11 14:00:21.719907,2025-11-11 14:00:21.719907,pending,,,,
7399,69,148,Articolul 148,,Gazele naturale,,Accesul și racordarea la rețea,,,,,"Regimul racordării la obiective din sectorul gazelor naturale...(1)...Racordarea terților la conductele de alimentare din amonte, la sistemele de transport, la depozitele de înmagazinare, la sistemele GNL și la sistemele de distribuție a gazelor naturale se realizează în regim reglementat prin emiterea unui acord de acces, conform reglementărilor specifice elaborate de ANRE....(2)...Racordarea la conductele de alimentare din amonte și la sistemul de transport este permisă următoarelor categorii de solicitanți:a)titularilor contractelor de concesiune a serviciului public de distribuție a gazelor naturale, în vederea îndeplinirii obligațiilor contractuale ce le revin în această calitate;...b)operatorilor terminalului GNL;...c)operatorilor depozitelor de înmagazinare subterană a gazelor naturale;...d)clienților industriali noi;...e)operatorilor economici titulari ai licenței de distribuție;...f)producătorilor de gaze naturale;...g)altor categorii de clienți dacă aceștia nu au soluție de alimentare, din punctul de vedere al debitului orar solicitat, din sistemul de distribuție a gazelor naturale din zona delimitată concesionată unde urmează să fie realizată racordarea; lipsa soluției de alimentare din sistemul de distribuție este comunicată obligatoriu, în scris, de operatorul de distribuție și avizată de ANRE....",,,148,2025-11-11 14:00:21.719907,2025-11-11 14:00:21.719907,pending,,,,
7400,69,149,Articolul 149,,Gazele naturale,,Accesul și racordarea la rețea,,,,,"Refuzul de acces...(1)...Refuzul accesului terților la obiectivele/sistemele din sectorul gazelor naturale se poate face în următoarele situații:a)capacitatea obiectivului/sistemului este insuficientă;...b)accesul la sistem împiedică îndeplinirea obligațiilor de serviciu public și siguranță în exploatare;...c)accesul la sistem poate conduce la serioase dificultăți economice și/sau financiare legate de contractele de tip ""take-or-pay"" pentru titularul de licență/autorizație căruia i se solicită accesul;...d)calitatea gazelor naturale care urmează să fie introduse în sisteme și/sau în depozite nu corespunde cerințelor impuse de reglementările în vigoare.......(2)...Refuzul de acces la sistem se materializează printr-un document denumit ""Refuz de acces"", care cuprinde în mod obligatoriu motivele refuzului.",,,149,2025-11-11 14:00:21.719907,2025-11-11 14:00:21.719907,pending,,,,
7401,69,150,Articolul 150,,Gazele naturale,,Accesul și racordarea la rețea,,,,,Refuzul de racordare...Refuzul de racordare la obiectivele/sistemele din sectorul gazelor naturale se poate face în următoarele situații:a)operatorul de sistem a emis un refuz de acces la sistem;...b)nu există obiective/conducte părți componente ale sistemelor la care urmează să fie realizată conectarea;...c)în cazul neîndeplinirii obligației de plată a tarifului de racordare....,,,150,2025-11-11 14:00:21.719907,2025-11-11 14:00:21.719907,pending,,,,
7402,69,151,Articolul 151,,Gazele naturale,,Accesul și racordarea la rețea,,,,,"Finanțarea lucrărilor pentru realizarea obiectivelor/conductelor necesare racordării...(1)...Operatorul de distribuție sau operatorul de transport și de sistem nu poate refuza accesul la sistem și este obligat să finanțeze lucrările dacă realizarea obiectivelor/conductelor necesare racordării este economic justificată și confirmată în acest sens de către ANRE....(2)...În cazul în care realizarea obiectivelor/conductelor, altele decât cele prevăzute la alin. (1), nu este economic justificată pentru operatorul de distribuție sau operatorul de transport și de sistem, solicitantul poate participa în cotă-parte la finanțarea obiectivelor/conductelor....(3)...Activele care rezultă în condițiile alin. (2) se preiau în folosință de către operatorul de distribuție sau de către operatorul de transport și de sistem, pe baza unui contract în care se stipulează în mod explicit condițiile financiare, în baza procedurii aprobate de ANRE....(4)...Solicitantul are dreptul să recupereze contravaloarea sumei investite conform alin. (2), din momentul punerii în funcțiune a obiectivului/conductei, de la următorii utilizatori racordați la obiectivele/sistemele realizate în conformitate cu prevederile alin. (2); modalitatea de recuperare a cotei-părți din investiție se face în conformitate cu reglementările ANRE....(5)...Evaluarea condițiilor privind asigurarea accesului solicitanților la sistem, în condițiile prevăzute la alin. (1) și (2), se determină în baza unui studiu tehnico-economic realizat conform unor criterii aprobate de către ANRE, care au la bază principiul recuperării costurilor investiției, pe care operatorul are obligația de a-l realiza în termen de 30 de zile de la data primirii solicitării....(6)...La expirarea termenului prevăzut la alin. (5), studiul se transmite solicitanților, cu titlu gratuit....(7)...Operatorul de distribuție sau operatorul de transport și de sistem are obligația de a realiza și de a pune în funcțiune obiectivul/conducta realizată în termen de 9 luni de la data emiterii acordului de acces ori de la data semnării contractului, după caz, sau de cel mult 6 luni de la data obținerii autorizației de construire.",,,151,2025-11-11 14:00:21.719907,2025-11-11 14:00:21.719907,pending,,,,
7403,69,152,Articolul 152,,Gazele naturale,,Accesul și racordarea la rețea,,,,,"Magistrale directe...(1)...În vederea asigurării necesarului de gaze naturale, solicitanții care se află în alte zone decât cele prevăzute la art. 104 alin. (1) pot solicita ANRE aprobarea pentru construirea unei magistrale directe....(2)...ANRE emite autorizații pentru construirea unei magistrale directe numai în absența unei perspective de acces la sistem în următorii 2 ani....(3)...Magistrala directă este finanțată integral de solicitanții prevăzuți la alin. (1) și se află în proprietatea acestora....(4)...Criteriile transparente și nediscriminatorii pentru acordarea autorizațiilor de înființare, precum și condițiile de operare a magistralei directe se aprobă de ANRE.",,,152,2025-11-11 14:00:21.719907,2025-11-11 14:00:21.719907,pending,,,,
7404,69,153,Articolul 153,,Gazele naturale,,Accesul și racordarea la rețea,,,,,"Soluționarea divergențelor de acces la sistem...(1)...Pentru soluționarea pe cale administrativ-jurisdicțională a divergențelor de acces la sistem se constituie în cadrul ANRE o comisie de specialitate....(2)...Organizarea și funcționarea comisiei prevăzute la alin. (1) se realizează în baza unui regulament aprobat de ANRE....(3)...Comisia prevăzută la alin. (1) adoptă o hotărâre în termen de 60 de zile de la primirea reclamației....(4)...Hotărârea comisiei prevăzută la alin. (3) are caracter definitiv, este obligatorie pentru părți și poate fi atacată în condițiile Legii contenciosului administrativ nr. 554/2004, cu modificările și completările ulterioare.",,,153,2025-11-11 14:00:21.719907,2025-11-11 14:00:21.719907,pending,,,,
